Company,Funding (est $),Notable Investors,Headcount,URL,Description,Category,Focus,Value Chain Layer,Modality,Product Focus,Industry,Active?,Founded,HQ,Logo,Founders,Last Round,Valuation,Business Model,Open Source?,Unnamed: 21
Rytr,,,3.0,https://rytr.me/,"* A better, 10x faster way to write
- Rytr is an AI writing assistant that helps you create high-quality content, in just a few seconds, at a fraction of the cost!",Text,Content creation,Applications (Vertical),Text,General Writing & Editing,Marketing,Yes,2021.0,Other US,,,,,,,
Sage SEO,324000.0,"Conscious Venture Lab, Philly Startup Leaders",,https://www.sageseo.ai/," Sage SEO offers AI-powered SEO solutions, helping businesses optimize their online presence and improve their website's search engine ranking.",Text,generates Google Search results,Applications (Vertical),,,,,2020.0,Other US,,,,,,,
Salad,20200000.0,"Kickstart, Left Lane Capital, Origin Ventures, Carthona Capital, Royal Street Ventures",,https://www.salad.com/," Salad
 Salad is a distributed computing platform that allows users to earn rewards by sharing their PC's idle processing power.",MLOps/Platform,GPU Cloud for Generative AI applications,Infrastructure,,,,,2018.0,Other US,,,,,,,
Samespace,,,,https://www.samespace.com/,Samespace is a conversational AI platform that enhances the productivity of sales and customer service teams through AI-powered communication and automation tools.,Chatbot/Conversational AI,Contact Center,Applications (Vertical),,,,,2015.0,SF Bay Area,,,,,,,
Samplead,200000.0,,,https://samplead.co/,"I'm sorry, but the provided URL ""https://samplead.co/"" seems to be not working or non-existent. Therefore, I am unable to provide a description for the company Samplead. Please provide a valid URL.",Text,Personalized Emails (Sales),"I'm sorry, but without a company description, I cannot categorise the company.",,,,,2020.0,Israel,,,,,,,
Sapling Intelligence,200000000000.0,Y Combinator,2.0,www.sapling.ai,* Sapling Suggest recommends chat responses across messaging platforms.,Contact Center,,Applications (Horizontal),Text,Customer support,General,Yes,,,,,,,,,
Sapling.ai,150000.0,Y Combinator,,https://sapling.ai," Sapling.ai offers an AI writing assistant that helps businesses and individuals craft better text, improving grammar, tone, and clarity.",Chatbot/Conversational AI,AI messaging assistant,Applications (Horizontal),,,,,2018.0,SF Bay Area,,,,,,,
Save All,680000.0,"Ada Ventures, CapitalT",,https://saveall.ai/landing," Save All
 Save All provides AI solutions for data backup, recovery, and protection, ensuring business continuity and data integrity.",Text,Copilot for learning,Infrastructure,,,,,2021.0,"London, UK",,,,,,,
Sayso,800000.0,Creative Destruction Lab (CDL),7.0,https://www.sayso.ai/,"* Understand accents better with accent-modulating software
- Our mission is to help English speakers around the world understand each other with ease, work productively and grow human connection.
- Sayso is a real-time accent modulating software. Built by a hard-tech startup pushing boundaries in audio science, AI and online collaboration.",Audio,Accent filtering in real time,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,2020.0,SF Bay Area,,,,,,,
Scale AI,602620000.0,"Thrive Capital, Y Combinator, Tiger Global Management, Accel, Wellington Management",,https://scale.com/," Scale AI offers high-quality training data for AI applications, such as autonomous driving and natural language processing, through its data annotation platform.",MLOps/Platform,Data-Centric ML Lifecycle,AI Development & Tools,,,,,2016.0,SF Bay Area,,,,,,,
Scalenut,3500000.0,"Titan Capital, Saama Capital, AngelList India, Amit Singhal, First Principles",,https://www.scalenut.com/,"Scalenut is an AI-driven content creation and SEO tool, assisting businesses in generating high-quality content and improving their search engine rankings.",Text,Content/marketing,Applications (Vertical),,,,,2020.0,APAC,,,,,,,
Scenario,6000000.0,"Play Ventures, Anorak Ventures, Justin Kan, Graph Ventures, The Venture Reality Fund/VRF",,https://www.scenario.com/," Scenario
 Scenario provides AI-driven predictive analytics and simulations for businesses to make data-backed decisions and forecasts.",Game,Enables anyone to easily create game assets,Applications (Horizontal),,,,,2021.0,SF Bay Area,,,,,,,
Scholarcy,240000.0,,,https://www.scholarcy.com/," Scholarcy is an AI-powered summarization tool that helps researchers, students, and academics to quickly understand and digest lengthy academic papers and documents.",Summarization,Summarization,Applications (Vertical),,,,,2019.0,"London, UK",,,,,,,
Scispace,850000.0,Haresh Chawla,,https://typeset.io/," Scispace
 Provides an automated tool for academic paper formatting, enabling researchers to focus on content rather than formatting details.",Summarization,Discover and understand research papers,Applications (Vertical),,,,,2015.0,APAC,,,,,,,
Second Nature,15500000000000.0,"Cardumen Capital,Signals Venture Capital,StageOne Ventures,Zoom Video Communications",26.0,www.secondnature.ai,"* Scale up your sales coaching with bite-sized, realistic, AI-driven role plays, immediate feedback, scoring and an amazing experience.",Sales Coaching,,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,,,,,,,,,
Seek,7500000.0,"Battery Ventures, Mustafa Suleyman, Conviction Partners, Bob Muglia, Tristan Handy",,https://www.seek.ai/," Seek is an AI platform that helps developers and companies to create interactive, augmented reality experiences for their users.",Code,Data queries / SQL,AI Development & Tools,,,,,2021.0,"New York, NY",,,,,,,
Seenapse,275000.0,"Wayra, Mountain Partners, Havas Group, Nazca Ventures",,https://www.seenapse.it/," Seenapse is an AI-powered platform that provides creative inspiration by connecting related concepts, ideas, and facts, encouraging innovative thinking and problem-solving.",Text,Idea generation,Applications (Horizontal),,,,,2014.0,LatAm,,,,,,,
Sefi AI,,,,https://www.sefi.ai/," Sefi AI provides AI-driven solutions for content creation, enabling users to generate unique and engaging written content with ease.",Game,Generate games from text,Applications (Vertical),,,,,2022.0,Israel,,,,,,,
SeMI Technologies,67700000.0,"Index Ventures, New Enterprise Associates, Battery Ventures, Zetta Venture Partners, GTMfund",,https://www.semi.technology/," SeMI Technologies
 SeMI Technologies develops Weaviate, an open-source knowledge graph program to help businesses create AI-powered real-time applications.",Semantic Search,AI Infrastructure,AI Development & Tools,,,,,2019.0,Europe,,,,,,,
Seo.ai,,,,https://seo.ai/,"Seo.ai: An AI-powered SEO tool that helps businesses optimize their website's visibility and ranking on search engines, improving organic traffic and conversions.",Text,Content creation (SEO),Applications (Vertical),,,,,2023.0,Europe,,,,,,,
Sequome,,,,https://www.sequome.com/,"Sequome is a company that offers AI-powered text generation for content creation, helping businesses automate their content production process.",Bio,"Design biological sequences, to develop sequence medicines.",Applications (Vertical),,,,,2022.0,SF Bay Area,,,,,,,
Shakespeare,,,,https://www.shakespeare.ai/," Shakespeare
 Shakespeare AI is a content generation platform that uses AI to create high-quality, SEO-friendly digital content for businesses.",Text,Copywriting,Applications (Vertical),,,,,2022.0,"London, UK",,,,,,,
SharePay,125000.0,,,https://getsharepay.com/," SharePay
Short Description: SharePay is a financial platform that simplifies shared expenses, making it easy to split bills, subscriptions and more.",Data,Shared payments,Applications (Vertical),,,,,2022.0,SF Bay Area,,,,,,,
SHO,1100000000000.0,"Center on Rural Innovation,Jay Bockhaus,Valor Ventures",14.0,www.sho.ai,"* Build your brand with the power of AI
- SHO is the only platform that helps brands tap into the power of AI to create truly unique experiences.",Ad Generation & Brand Building,,Applications (Horizontal),Image,Ad Design,General,Yes,,,,,,,,,
ShortlyAI,,,,https://www.shortlyai.com/," ShortlyAI is an AI writing assistant, designed to help writers create content more efficiently by generating high-quality text on demand.",Text,Writing (automated),Applications (Vertical),,,,,2017.0,"London, UK",,,,,,,
ShowHue,,Taiwan Startup Stadium,,https://showhue.com/," ShowHue provides an AI-driven platform for creating personalized video content, enabling users to produce high-quality videos quickly and efficiently.",Image,E-commerce product photos,Applications (Vertical),,,,,2018.0,APAC,,,,,,,
Shuffll,,,,https://shuffll.com/," Shuffll
 Shuffll is an AI-powered tool that generates creative and engaging social media content to boost audience engagement and brand visibility.",Video,Multi-user video dev tool,Applications (Vertical),,,,,2021.0,Israel,,,,,,,
Simplified,10700000.0,"Bossanova Investimentos, Wing Venture Capital, Khosla Ventures, Uncorrelated Ventures, Craft Ventures",50.0,https://simplified.com/,"* Design, Write, Edit videos, and Publish Content. Built For Teams.
* One App For Modern...
- Graphic Designers
- Copy Writers
- Video Makers
- Social Media Marketers
- Marketing Teams",Image,Content Creation/Publishing,Applications (Vertical),Text,General Writing & Editing,Marketing,Yes,2020.0,SF Bay Area,,,,,,,
Skippr,4500000.0,,,https://skippr.com/," Skippr
 Skippr offers an AI-driven cash flow forecasting and action platform to help businesses manage and predict their cash flow.",Image,Product design,Applications (Vertical),,,,,2022.0,"London, UK",,,,,,,
Skit,36800000000000.0,"Aaryaman Shah,Amit Ghorawat,AngelList,Ankit Gupta,Appyhigh Technology,Exfinity Venture Partners,Indian Angel Network,Kalaari Capital,Kishore Ganji,LetsVenture Online,Rahul Aggarwal,SenseAI Ventures,SRI Capital,Veda Venture Capital,WestBridge Capital Partners",384.0,www.skit.ai,"* The Skit Augmented Voice Intelligence Platform
- Contact Center Modernization. Augmented by Voice AI.",Voicebot,,Applications (Horizontal),Audio,Customer support / Knowledge Management,General,Yes,,,,,,,,,
Slai,3500000.0,"Alumni Ventures, Y Combinator, Tiger Global Management, Soma Capital, Uncorrelated Ventures",,https://www.slai.io/," Slai offers a platform that uses AI to automatically generate high-quality 3D models from 2D images, useful for game developers and content creators.",MLOps/Platform,Model dev,Applications (Vertical),,,,,2021.0,Other US,,,,,,,
SliceX AI,6000000.0,,6.0,https://slicex.ai/,"* Making next-generation AI universally accessible across Cloud & Edge devices, use-cases and verticals.
- An innovative ML platform enabling anyone to generate, analyze, classify, reason, answer and embed content for applications across different verticals.",MLOps/Platform,Machine learning platform,AI Development & Tools,,"MLOps (Hosting, Deployment, Integration)",General,Yes,2021.0,SF Bay Area,,,,,,,
Sloped.xyz,20000.0,Pioneer,,https://www.sloped.xyz/," Sloped.xyz provides AI-powered 3D modeling services. They convert 2D architectural plans into 3D models quickly and accurately, saving time for architects and designers.",Data,Data visualization from NLP,Applications (Vertical),,,,,2023.0,SF Bay Area,,,,,,,
SmartWriter,0.0,No Data,,https://www.smartwriter.ai/,"* Generate 1000s of Personalised Emails that get you 8x more replies within minutes using AI
- Never waste time researching or writing 'personalised' emails again. Automate your entire outreach process. 40x faster and 6x cheaper than humans.",Sales Tools,,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,,,,,,,,,
Smartwriter.ai,,,,https://www.smartwriter.ai/," Smartwriter.ai is an AI-powered tool that helps businesses automate personalized cold emails, LinkedIn outreach, and follow-ups to increase response rates.",Text,Personalized Emails (Sales),Applications (Vertical),,,,,2021.0,Australia,,,,,,,
Snorkel,135250000.0,"Accel, BlackRock, Google Ventures, Lightspeed Venture Partners, Walden International",,https://snorkel.ai/," Snorkel
 Snorkel provides a platform for quickly developing AI applications by utilizing programmatic training data for machine learning models.",Data,Data Lableing,AI Development & Tools,,,,,2019.0,SF Bay Area,,,,,,,
Social Keyboard,,,,https://www.socialkeyboardapp.com/, Social Keyboard is an AI-powered app that predicts and suggests content for social media posts to enhance engagement and reach.,Chatbot/Conversational AI,Translate and rewrite messages,Applications (Vertical),,,,,2022.0,SF Bay Area,,,,,,,
Solace Vision,0.0,Techstars,4.0,www.solacevision.com,"A 3D creation tool powered by AI and natural language
- Solace Vision gives you the power to create virtual objects in minutes using your text input.",Design Tools,,Applications (Horizontal),Code,Video Generation & Animation,Games,Yes,,,,,,,,,
Sonantic,2570651.0,"Edward Lando, Entrepreneur First, AME Cloud Ventures, EQT Ventures, Jeremy Yap",12.0,https://www.sonantic.io/,"* AI Voices: Stunning realism. Capitvating Emotion.
- Deliver compelling, lifelike performances with fully expressive AI-generated voices.",Audio,Voice Generation,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,2018.0,"London, UK",,,,,,,
Sonicbox,,,,https://sonicbox.io/," Sonicbox
 Sonicbox provides AI-powered music composition, offering unique and customizable music tracks for content creators and businesses.",Text,Written content into audio summaries,Applications (Vertical),,,,,2023.0,Europe,,,,,,,
Sonify,,,,https://www.sonify.io/," Sonify
 Sonify provides AI-driven music generation, creating unique and customizable music for different industries like gaming, film, and advertising.",Audio,Data to music,Applications (Vertical),,,,,2019.0,Other US,,,,,,,
Soniox,0.0,,,www.soniox.com,"* Groundbreaking Speaker AI
- Speaker Diarization: Auto-detects ""who said what"" with 96% accuracy. 5x more accurate than Google, Amazon and Microsoft
- Speaker Identification. Determines speaker identities",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
SonnetAI,500000000000.0,Y Combinator,3.0,www.sonnetai.com,"* Personalized outbound at scale.
- Sonnet generates cold emails that are written from scratch for each prospect.",Sales Tools,,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,,,,,,,,,
Soul Machines,115656972.0,"SoftBank Vision Fund, Temasek Holdings, Horizons Ventures, Lakestar, Salesforce Ventures",,soulmachines.com," Soul Machines creates lifelike, emotionally responsive, artificial humans with personality and character that allows machines to talk to humans face-to-face.",Image,visual media generation,Applications (Vertical),,,,,2016.0,APAC,,,,,,,
Soundful,3800000.0,,,https://soundful.com/," Soundful is a company that uses AI to transform text into natural, human-like speech, ideal for content creators, educators, and businesses.",Audio,Song generation,Applications (Vertical),,,,,2019.0,"San Diego, CA",,,,,,,
Soundraw,2200000000000.0,"ANOBAKA,Atsushi Fukuda,Ceres (Japan),Deepcore,iSG Investment Works,Jun Fukuda,Kazuomi Kaneto,Masaru Sunagawa,Mint (Tokyo),Shuhei Yamashita,SMBC Venture Capital",,soundraw.io,"* Freely customize high-quality, royalty-free music.
- Soundraw is a music generator for creators. Select the type of music you want - genre, instruments, mood, length, etc - and let our AI generate beautiful songs for you.",Music,,Applications (Horizontal),Audio,Music Generation,General,Yes,,,,,,,,,
SoundRaw,1959467.0,"Ceres, SMBC Venture Capital, Mint, Deepcore, ANOBAKA",,https://soundraw.io/," SoundRaw
 SoundRaw is an AI-powered platform that allows users to create unique and customizable music and sound effects for their projects.",Audio,Song generation,Applications (Vertical),,,,,2020.0,APAC,,,,,,,
Speak,38000000.0,"Y Combinator, Founders Fund, Lachy Groom, Khosla Ventures, OpenAI Startup Fund",,https://www.speak.com/,"After researching Speak, here's a short description: Speak offers a voice assistant that can be customized and integrated into any software, providing voice-enabled, interactive user experiences.",Audio,Learn to speak English,Applications (Horizontal),,,,,2016.0,SF Bay Area,,,,,,,
Speechify,4500000.0,"G9 Ventures, Streamlined Ventures, Adjacent",,https://speechify.com/," Speechify
 Speechify is an AI tool that converts text into spoken words, allowing users to listen to any text content, enhancing productivity and learning.",Audio,Text to Speech,Applications (Horizontal),,,,,2017.0,"Miami, FL",,,,,,,
Speechki,750000.0,"Alchemist Accelerator, Greycroft",,https://speechki.org/,"Speechki provides AI-driven text-to-speech services, transforming written content into natural, human-like speech for various applications.",Audio,Audiobook voice generation,Applications (Horizontal),,,,,2019.0,Other US,,,,,,,
Spellbook,12415000.0,"Creative Destruction Lab (CDL), BDC Venture Capital, Inovia Capital, Bling Capital, Concrete Ventures",,https://spellbook.legal/," Spellbook is an AI-powered platform that automates and simplifies the creation of legal documents, saving time and reducing errors in the process.",Legal,AI Copilot for Contracting,Applications (Vertical),,,,,2018.0,North America (excl. US),,,,,,,
Spiritt,9500000000000.0,"Disruptive AI,Izhar Shay,Silicon Valley Bank",,www.spiritt.io,"* Build A Gorgeous App By Only Describing It
- SPIRITT is a human-assisted AI platform that lets you build complex apps like Airbnb, Instagram, Pinterest, and many more without any tech skills needed, With an affordable monthly price.",Build Apps from Text Interface,,Applications (Horizontal),Code,Application Building,General,Yes,,,,,,,,,
Splash,23220227.0,"Techstars, BITKRAFT Ventures, Khosla Ventures, Techstars Ventures, King River Capital",103.0,https://www.splashmusic.com/,"* Create your sound
- Join the next generation of music producers on SplashHQ",Audio,Song generation,Applications (Horizontal),Audio,Music Generation,General,Yes,2017.0,Australia,,,,,,,
Stability,98797885.0,"Lightspeed Venture Partners, Coatue, Kadmos Capital, Fourth Revolution Capital, O'Shaughnessy Asset Management",100.0,https://stability.ai/,"* AI by the people, for the people
- Designing and implementing solutions using collective intelligence and augmented technology
- Stability AI is building open AI tools that will let us reach our potential.",Image,Open AI Tools / Image Generation,AI Development & Tools,General / Multi-Modal,Model Development & Tools,General,Yes,2019.0,"London, UK",,,,,,,
Staircase,4000000.0,"StageOne Ventures, Disruptive AI Venture Capital",,https://staircase.ai/," Staircase
 Staircase provides an AI platform that helps data scientists to build, manage, and deploy machine learning models efficiently and effectively.",Sentiment Analysis,Text sentiment analysis / contact center,AI Development & Tools,,,,,2021.0,"Los Angeles, CA",,,,,,,
Starryai,,,,https://www.starryai.com/,"StarryAI: An AI company that offers personalised video generation, enabling users to create customised videos using AI-powered technology.",Image,Art generation,Applications (Vertical),,,,,2021.0,"New York, NY",,,,,,,
Stenography,,,,https://stenography.dev/,* Finally. Automatic Documentation.,Code,Code Documentation,Applications (Horizontal),Code,Code generation & Documentation,General,Yes,2021.0,"New York, NY",,,,,,,
Steve,110000.0,,,https://www.steve.ai/," Steve
 Steve is an AI-powered tool that helps in automating sales processes, enabling businesses to have personalized engagement with their customers.",Video,Text to Video,Applications (Horizontal),,,,,2014.0,SF Bay Area,,,,,,,
Stockimg.ai,,,,https://stockimg.ai/," Stockimg.ai provides AI-powered image editing tools, enabling users to automatically remove backgrounds, resize images, and perform other editing tasks quickly and efficiently.",Image,Stock image generation,AI Development & Tools,,,,,2021.0,Unknown,,,,,,,
Storytime,0.0,"SciFi VC,South Park Commons",4.0,www.storytime.land,AI generated films,Tools for Artists,,Applications (Vertical),Video,Video Generation & Animation,Media & Entertainment,Yes,,,,,,,,,
Storywizard.ai,,,,https://www.storywizard.ai/," Storywizard.ai is an AI-powered platform that aids in creating engaging and unique stories for content creators, writers, and marketers.",Text,Children's story generation,Applications (Vertical),,,,,2023.0,Israel,,,,,,,
Strmr,,,,https://www.strmr.com/," Strmr is a platform that allows users to create, share and monetize interactive live video content, enhancing viewer engagement and experience.",Image,Image Generation,Applications (Vertical),,,,,2022.0,SF Bay Area,,,,,,,
Stylo,3000000.0,"Caffeinated Capital, Matchstick Ventures, Converge, VITALIZE Venture Capital",,https://www.askstylo.com/," Stylo offers AI-powered personalized content creation, helping users to generate unique articles, blog posts, and other written content quickly and efficiently.",Audio,Contact Center,Applications (Vertical),,,,,2021.0,Other US,,,,,,,
Subtxt,,,,https://subtxt.app/," Subtxt is an AI tool that assists writers in creating compelling narratives by providing insights, structure, and suggestions based on their inputs.",Text,Writing (stories),AI Development & Tools,,,,,2023.0,"Los Angeles, CA",,,,,,,
SudoWrite,3000000000000.0,"500 Global,Andrew Weissman,Caffeinated Capital,Daniel Ha,Evan Williams,Garuda,George Nolfi,Gustaf Alstromer,Human Ventures,John August,Justin Choi,Kevin Lacker,Matthew Mullenweg,Naveen Selvadurai,Om Malik,Patrick Lee,Rob LaFave,Sahil Lavingia,Scott Belsky",4.0,www.sudowrite.com,* Bust writer’s block with our magical writing AI.,Tools for Artists,,Applications (Horizontal),Text,General Writing & Editing,General,Yes,,,,,,,,,
Sudowrite,3000000.0,500 Global,,https://www.sudowrite.com/, Sudowrite is an AI writing assistant that helps writers to enhance their writing by suggesting improvements and generating new ideas.,Text,Writing (automated),Applications (Vertical),,,,,2020.0,SF Bay Area,,,,,,,
Summari,3200000.0,SVA,,https://www.summari.com/," Summari
 Summari uses AI to automatically generate concise summaries of long text documents, improving reading efficiency and information retention.",Summarization,Summarization (reading),Applications (Horizontal),,,,,2019.0,SF Bay Area,,,,,,,
Supercreator,0.0,No Data,,www.supercreator.ai/,"* Turn yourself into a supercreator!
- Create short form videos 10x faster using artificial intelligence",Content Repurposing,,Applications (Vertical),Video,Video Generation & Animation,Marketing,Yes,,,,,,,,,
SuperCreator,1170000.0,,,https://www.supercreator.ai/," SuperCreator
 SuperCreator is an AI-powered platform that automates the design process, enabling users to create professional-quality graphics effortlessly.",Video,Short form video,Applications (Vertical),,,,,2021.0,Israel,,,,,,,
Supertone,3572705.0,"Hybe, Big Hit Music",,https://supertone.ai/," Supertone
 Supertone specializes in high-quality voice synthesis, enabling seamless communication between humans and machines with realistic and expressive voice technology.",Audio,Voice Generation / cloning,Applications (Vertical),,,,,2020.0,APAC,,,,,,,
Surfer,,,,https://surferseo.com/," Surfer
 Surfer is a tool for SEO optimization. It provides data-driven insights to help businesses improve their website's search engine ranking and visibility.",Text,Marketing content generation,Applications (Vertical),,,,,2017.0,Europe,,,,,,,
Swapp,18500000.0,"Eurazeo, Waveline Ventures, Activum, Entrée Capital, Point72 Ventures",,https://www.swapp.ai/," Swapp
 Swapp offers AI-driven planning solutions for construction and real estate development, streamlining the architectural design and planning process.",Image,AI-Powered Construction Documents,Applications (Vertical),,,,,2019.0,"London, UK",,,,,,,
Symbl.ai,23620000.0,"Techstars, Bossanova Investimentos, GreatPoint Ventures, Jump Capital, Crosscut Ventures",,symbl.ai,"Symbl.ai is an AI platform that provides APIs for conversational intelligence, enabling real-time and post-call speech analytics for businesses.",MLOps/Platform,Conversational AI Platform,AI Development & Tools,,,,,2018.0,"Seattle, WA",,,,,,,
Syntegra,5625000.0,"Village Global, WVV Capital, Launchpad Capital, Impact Venture Capital, GRIDS Capital",,https://www.syntegra.io/," Syntegra
 Syntegra leverages AI to provide data privacy solutions, transforming sensitive data into safe, usable data without compromising privacy.",Data,Healthcare synthetic data,AI Development & Tools,,,,,2019.0,SF Bay Area,,,,,,,
Synthesia,66600000.0,"Google Ventures, s16vc, MMC Ventures, FirstMark, LDV Capital",125.0,https://www.synthesia.io/,"* Create AI videos at scale in 60 languages
- Synthesia is a web-based platform for creating videos with AI avatars. Thousands of companies use it to create professional videos at scale, 80% faster than before.",Avatars,AI avatar video creation,Applications (Horizontal),Video,Avatars,General,Yes,2017.0,"London, UK",,,,,,,
Synthesis AI,21500000.0,"Bossanova Investimentos, 468 Capital, Bee Partners, LETA Capital, Sorenson Ventures",,synthesis.ai," Synthesis AI
 Synthesis AI provides high-quality synthetic data for machine learning, enhancing AI model training and validation with diverse and scalable datasets.",MLOps/Platform,Synthetic data and image generation,AI Development & Tools,,,,,2019.0,SF Bay Area,,,,,,,
Synthesis.ai,25100000000000.0,"468 Capital,Alumni Ventures,Bee Partners,Boom Capital Ventures,iRobot Ventures,Kubera Venture Capital,Leta Capital,PJC,Sorenson Ventures,Swift Ventures",29.0,www.synthesis.ai,"* Better Models Deployed Faster With Synthetic Data
- A synthetic data platform for ML engineers providing perfectly labeled, diverse, and photorealistic images and videos.",Training Data,,AI Development & Tools,Image,Data Management,General,Yes,,,,,,,,,
Synthesys,,,,https://synthesys.io/," Synthesys is an AI-driven platform that offers automated data extraction and interpretation services, transforming unstructured data into actionable business intelligence.",Video,Text to Video,Applications (Horizontal),,,,,2020.0,"London, UK",,,,,,,
Syntheticus,0.0,,4.0,www.syntheticus.ai,"* Search the Internet with help from a smart AI assistant
- Input your private data, and our engine turns it into shareable synthetic data.",Training Data,,AI Development & Tools,Text,Data Management,General,Yes,,,,,,,,,
Tabnine,32050000.0,"OurCrowd, Samsung NEXT, Qualcomm Ventures, Khosla Ventures, Headline",48.0,https://www.tabnine.com/,"* AI Assistant For Software Developers
- Code Faster With Whole-Line & Full-Function Code Completions",Code,Code Completion,Applications (Horizontal),Code,Code generation & Documentation,General,Yes,2013.0,Israel,,,,,,,
Tailorbird,,"NFX, FJ Labs, Moderne Ventures",,https://www.tailorbird.us/,"After reviewing the website, Tailorbird is a company that provides AI-powered writing assistance, helping users create better content by suggesting improvements in grammar, style, and tone.",Image,Architecture planning,Applications (Horizontal),,,,,2020.0,Other US,,,,,,,
Tavus,6100000.0,"Sequoia Capital, Y Combinator, Accel, Lightspeed Venture Partners, Hack VC",10.0,https://www.tavus.io/,"* Record One Video, We'll Handle The Next Thousand.
- Transform how you build relationships with Tavus. Record once and watch as our AI automatically generates personalized videos in one click. Ready to unlock the power of video and see 5x conversions?",Video,Personalized videos,Applications (Horizontal),Video,Avatars,General,Yes,2020.0,SF Bay Area,,,,,,,
Tenyx,15000000000000.0,"AME Cloud Ventures,Cota Capital,Morado Ventures,Natural Bridge Fund,Pathbreaker Ventures,Point72 Ventures,StageOne Ventures",10.0,www.tenyx.com,* Tenyx is developing the next generation of intelligent machines based on propriertary neuroscience-inspired AI technology,Contact Center,,Applications (Horizontal),Audio,Customer support,General,Yes,,,,,,,,,
TermScout,7270000.0,"NFX, Techstars, Ground Up Ventures, NFX, Underdog Labs, Bridge Investments",,https://www.termscout.com/," TermScout
 TermScout reviews and rates software contracts, making contract negotiations simpler and more transparent for businesses.",Legal,Legal contract platform,Applications (Vertical),,,,,2018.0,Other US,,,,,,,
TestFit,22000000.0,Parkway Venture Capital,,https://testfit.io/," TestFit
 TestFit offers building configuration software, enabling real estate developers to generate feasible building designs in seconds.",Image,Real estate design,Applications (Vertical),,,,,2016.0,Other US,,,,,,,
"Text, Inc (LiveChat)",,,,https://www.text.com/," Text, Inc (LiveChat) provides AI-driven live chat services to businesses, helping them automate customer service and improve customer engagement.",Chatbot/Conversational AI,Text Intelligence for better customer service,Applications (Vertical),,,,,2015.0,Europe,,,,,,,
TextCortex AI,1200000.0,"Entrepreneur First, Speedinvest, b2venture (formerly btov Partners), Amar Shah, Holger Hengstler",,https://textcortex.com/," TextCortex AI is an artificial intelligence platform that generates creative and unique product descriptions, advertisements, and email subjects, enhancing content marketing strategies.",Text,Marketing content generation,Applications (Vertical),,,,,2021.0,Europe,,,,,,,
Textio,42499972.0,"Emergence, Industry Ventures, Bloomberg Beta, Upside Partnership, Scale Venture Partners",139.0,https://textio.com/,"* End hidden bias, literally.
- Textio has developed the world’s most advanced workplace language guidance, so you can see where social bias is hiding—and know exactly how to fix it. Now available for both recruiting and performance feedback!",Sentiment Analysis,Writing (bias / sentiment),Applications (Vertical),Text,,Human Resources,Yes,2014.0,"Seattle, WA",,,,,,,
Textmetrics,,"OostNL, Filsa Capital",,https://www.textmetrics.com/," Textmetrics is an AI-powered text analytics platform that helps businesses optimize their content for SEO, readability, and brand consistency.",Text,Writing/Editing,Applications (Horizontal),,,,,2015.0,Europe,,,,,,,
The Culture DAO,,,,https://www.theculturedao.com/," The Culture DAO
 A decentralized autonomous organization focused on funding, supporting and promoting cultural projects and artists within the blockchain and crypto space.",Image,Media/Advertising,Applications (Vertical),,,,,2021.0,Other US,,,,,,,
The Keys,2300000000000.0,"Asymmetry Ventures,Cassis & Cassis Capital,Corner3,Datapower Ventures,DayDreams Ventures,DCA Asset Management,FirstMile Ventures,Kickstart Seed Fund,Moontide Capital,Service Provider Capital,Techstars,The Fund",23.0,www.thekeys.ai,* Better connection starts with a single message,Other Consumer,,Applications (Vertical),Text,Sales / Copywriting,Automotive,Yes,,,,,,,,,
The Simulation,10500000.0,"Manta Ray, Social Discovery Ventures, Day One Ventures, LionTree LLC, 7percent Ventures, Boston Seed Capital, Dream Machine, GFR Fund, Outpost Capital LLC, Riverside Ventures, AET Fund (Akatsuki Entertainment Technology Fund), Super Ventures",,https://fablesimulation.com/," The Simulation
 They create AI-driven, interactive and immersive simulations for training, education and entertainment purposes.",Game,NFT metaverse simulation,Applications (Vertical),,,,,2017.0,SF Bay Area,,,,,,,
The.com,4000000.0,"NFX, NFX, Sound Ventures, Harry Stebbings, Village Global, VSC Ventures, Jay Parikh",13.0,https://www.the.com/,"* Your website is too small.
- Expand your share of the web, automatically.",Code,Website Generation,Applications (Vertical),Code,Application Building,Marketing,Yes,2021.0,SF Bay Area,,,,,,,
theGist,7000000.0,"Aleph, StageOne Ventures, Avishai Abrahami, Yoav Vilner, Itzik Ben Bassat",,https://www.thegist.ai/," theGist provides AI-driven summarization tools that convert long articles or documents into short, easy-to-understand summaries, enhancing information consumption and productivity.",Text,Summarizes Slack messages,Applications (Horizontal),,,,,2022.0,Israel,,,,,,,
Thundercontent,,,,https://thundercontent.com/," Thundercontent
 Thundercontent uses AI to generate unique, SEO-friendly content for websites, enhancing online presence and boosting website traffic.",Text,Marketing content creation,Applications (Vertical),,,,,2021.0,"New York, NY",,,,,,,
