Company,Funding (est $),Notable Investors,Headcount,URL,Description,Category,Focus,Value Chain Layer,Modality,Product Focus,Industry,Active?,Founded,HQ,Logo,Founders,Last Round,Valuation,Business Model,Open Source?,Unnamed: 21
Nabla,22700000000000.0,"Firstminute Capital,Julie Pellet,Julien Codorniou,Marc Simoncini,Paris Business Angels,Rachel Delacour,Xavier Niel,Yann LeCun",54.0,www.nabla.com,"* Digital care. Superpowered.
- Build engaging relationships with your patients through our machine learning-powered care platform.",Vertical,,Applications (Vertical),Text,Chat / Conversational,Healthcare,Yes,,,,,,,,,
Napkin,,,,https://www.napkin.one/,,Classification,Text classification / organization,,,,,,2021,Europe,,,,,,,
Native Chats,0.0,,23.0,www.nativechats.com,"* Native - your partner for seamless communication across languages
- Native empowers everyone–vendors, customers, employees–to connect and communicate more effectively with our AI-enabled, real-time messaging and translation platform. With language barriers out of the way, people form deeper connections and business flows more efficiently. And that’s better for everyone’s bottom line.",Translation,,Applications (Horizontal),Text,Chat / Conversational,General,Yes,,,,,,,,,
Needl,3000000000000.0,"Collin Wallace,Fuse (Seattle),Liquid 2 Ventures,Nathan Wenzel,Palm Drive Capital,Y Combinator",3.0,www.needl.tech,"* One app to search them all
- Spend less time searching, and more time [X]",Vector Search,,AI Development & Tools,Text,Search,General,Yes,,,,,,,,,
NeoTax,13000000.0,"Fin Capital, Google Ventures, Uncork Capital, SVA, Liquid 2 Ventures",,https://www.neo.tax/,,Summarization,"Machine learning and generative AI based tax optimization, calculation and preparation for mid-size enterprises",,,,,,2019,SF Bay Area,,,,,,,
Netail,5000000.0,"Magarac Venture Partners, AI Fund, HKSTP Ventures",,https://netail.ai/,,Semantic Search,Multi-modal AI enabled omnichannel intelligence,,,,,,2022,SF Bay Area,,,,,,,
Neural.love,,,,https://neural.love/,,Image,Photo enhancement,,,,,,2020,Europe,,,,,,,
NeuraLoom,1150000.0,"Starta VC, Sergey Solonin, Serge Shilnov",,https://neuraloom.ai/,,Avatars,Generate synthetic avatars,,,,,,2019,"New York, NY",,,,,,,
NeuralSpace,3071875.0,"Techstars, APX, Merus Capital, Verissimo Ventures, GoHub Ventures",,https://www.neuralspace.ai/,,Audio,Speech to Text,,,,,,2019,"London, UK",,,,,,,
NeuralText,,Aurelia Ventures,,https://www.neuraltext.com/,,Text,Content automation,,,,,,2021,Other US,,,,,,,
neuroflash,800000.0,"Michael Diehl, Microsoft Accelerator Berlin",,https://neuroflash.com/,,Text,Marketing content generation,,,,,,2021,Europe,,,,,,,
Neurolabs,4920613.0,"Charlie Songhurst, 7percent Ventures, LAUNCHub Ventures, Lunar Ventures, Techstart Ventures",,https://www.neurolabs.ai/,,Image,Computer vision for CPG,,,,,,2018,"London, UK",,,,,,,
NeuroX1,1750000.0,"Drive Capital, Trousdale Ventures, Vibe Capital",,http://www.neurox1.com/,,Bio,Drug design for neurodegenerative diseases,,,,,,2021,Other US,,,,,,,
Nichesss,,,,https://nichesss.com/,,Text,Text generation (AI writer),,,,,,2020,LatAm,,,,,,,
NightCare,,,,https://creator.nightcafe.studio/,,Image,Image Generation,,,,,,2019,Australia,,,,,,,
NLP Cloud,,,,https://nlpcloud.com/,,MLOps/Platform,Model development,,,,,,2020,Europe,,,,,,,
NLP Labs,,,,https://www.nlp-labs.com/,,Text,Text Generation,,,,,,2020,Unknown,,,,,,,
NLX,9600000.0,"Flying Fish Partners, JetBlue Ventures, IAG Capital Partners, Sage Venture Partners, Rob Meyerson",,https://nlx.ai/,,Chatbot/Conversational AI,Contact Center,,,,,,2018,"New York, NY",,,,,,,
Notably,1500000.0,"Everywhere Ventures (The Fund), Zelkova Ventures, Sentiero Ventures, Honey Badger Capital OÜ",,https://www.notably.ai/,,Audio,"Note taking, organization, transcription",,,,,,2021,"New York, NY",,,,,,,
NoteVibes,,,,https://notevibes.com/,,Audio,Voice Generation,,,,,,2020,Unknown,,,,,,,
NovelAI,,,,https://novelai.net/,,Text,Writing (stories),,,,,,2021,Other US,,,,,,,
Novus Writer,4749040.0,"Startup Wise Guys, MIT Sandbox",,https://novuswriter.ai/,,Text,Written / Visual Content generation,,,,,,2020,Other US,,,,,,,
Nuclia,5900000000000.0,"Crane Venture Partners,Elaia Partners",11.0,nuclia.com,"* The API to make the unsearchable, searchable.
- Build and optimized search-experience using the low-code Nuclia search engine API to get multi-language semantic results, specific paragraphs, text or relations. ",Vector Search,,AI Development & Tools,Text,Search,General,Yes,,,,,,,,,
NuMind,3500000.0,"Y Combinator, Pioneer Fund, Flybridge, big_bets, Sharpstone Capital",,https://www.numind.ai/,,Text,Custom NLP models,,,,,,2022,Other US,,,,,,,
Nvidia Get 3D,4095000000.0,"Sequoia Capital, SoftBank Vision Fund, DARPA, ARK Investment Management, ARPA-E",,https://nv-tlabs.github.io/GET3D/,,Image,3D images,,,,,,1993,SF Bay Area,,,,,,,
Nyle,,,,https://www.nyle.ai/,,Text,E-Commerce Growth,,,,,,2019,"New York, NY",,,,,,,
Nyx.gallery,,,,https://nyx.gallery/,,Image,Art generation,,,,,,2022,Europe,,,,,,,
OASIS,2700000.0,"Bossanova Investimentos, Shane Neman, Zillionize, George Burke, Atypical Ventures",,https://theoasis.com/,,Video,Face swaps,,,,,,2019,Other US,,,,,,,
Observe.ai,214020000.0,"Zoom, Bossanova Investimentos, Y Combinator, Menlo Ventures, Hack VC",,https://www.observe.ai/,,Chatbot/Conversational AI,Contact Center,,,,,,2017,SF Bay Area,,,,,,,
Obviously.ai,4600000.0,"Meta, TMV, B Capital Group, Golden Gate Ventures, iSeed",,https://www.obviously.ai/,,MLOps/Platform,No-code AI tool,,,,,,2020,SF Bay Area,,,,,,,
OctoML,131900000.0,"Tiger Global Management, Madrona, Amplify Partners, Addition",,https://octoml.ai/,,MLOps/Platform,Model development,,,,,,2019,"Seattle, WA",,,,,,,
Octopize,1500000.0,"Bpifrance, Pays de la Loire Participations, Atlantique Vendée Innovation, Pays de la Loire Développement",,https://octopize-md.com/en/,,Data,Synthetic data,,,,,,2018,Europe,,,,,,,
Oliv,1200000000000.0,"Foundation Capital,Spider Capital,Startup School",6.0,www.oliv.ai,"* Clone your best sellers in no time 
- Oliv learns winning practices from recorded sales conversations, guides sellers to shine in every meeting and helps managers monitor sales process adoption.",Sales Coaching,,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,,,,,,,,,
Omneky,10000000.0,"Village Global, Hyphen Capital, Richard Socher, Bruno Faviero, FAST — by GETTYLAB",49.0,https://www.omneky.com/,"* Grow Sales with AI-Powered Creative
- Show the perfect ad tailored for each customer with state-of-the-art deep learning.",Text,Marketing / ad generation,Applications (Horizontal),Image,Ad Design,General,Yes,2018,SF Bay Area,,,,,,,
One AI,8000000.0,"Ariel Maislos, Tomer Weingarten, TechAviv Founder Partners",22.0,https://www.oneai.com/,"* Embed language in your product
- One AI is an API-first, language AI service built for developers. Embed our API to analyze, process, and transform text in your project",Summarization,NLP AI / article summaries,AI Development & Tools,Image,Model Development & Tools,General,Yes,2021,Israel,,,,,,,
OneView,3500000.0,"Intel Ignite, TPY Capital, RDC - Rafael Development Corporation, MediaTek Ventures",,https://one-view.ai/,,Data,Geospatial data,,,,,,2019,Israel,,,,,,,
OnLoop,5500000000000.0,"Alex Dwek,Aliza Knox,Allen Penn,Andrew Macdonald,Bambos Kaisharis,Brooks Entwistle,Eddie Lee,Hustle Fund,John Candeto,Keshav Lall,MassMutual Ventures,Robert Hoyt,Square Peg Capital,XA Network",22.0,www.onloop.com,"* It’s time for collaborative team development that adds up
- A radical new way to effectively drive the progress and growth of your hybrid team",HR,,Applications (Vertical),Text,,Human Resources,Yes,,,,,,,,,
OpenAI,11300120000.0,"Andreessen Horowitz, Microsoft, Thrive Capital, Y Combinator, Sequoia Capital",,https://openai.com/,,MLOps/Platform,AI Research and deployment,,,,,,2015,SF Bay Area,,,,,,,
OpenArt,1600000.0,"Decent Capital, BasisSet",,https://openart.ai/,,Image,Art generation,,,,,,2022,SF Bay Area,,,,,,,
Operand,0.0,No Data,,www.operand.ai,"* A personal search engine for everyone.
- A Chrome extension which indexes everything you read online. Never miss anything important again.",Knowledge Bases / Vector Search Apps,,Applications (Horizontal),Text,Search,General,Yes,,,,,,,,,
Opus,,,,https://opus.ai/,,Video,Text to Video,,,,,,2018,Other US,,,,,,,
Opus Clip,250000000000.0,"DCM, Fellows Fund, AI Grant",27.0,https://www.opus.pro/,Video Clipping tool turning long form video into viral short clips.,"AI Editing for Video, Photos, and Audio",,Applications (Horizontal),Video,Video Editing,General,Yes,,,,,,,,,
Orby,68500000000000.0,"Anthony Goldbloom,Brian Granger,Dragomir Anguelov,Eitan Pilipski,Fernando De la Torre,Gal Chechik,Lihi Zelnik-Manor,Manuel Bronstein,Michael Black,Operator Partners,Raghu Hiremagalur,Scale Venture Partners,Spider Capital,TLV Partners,Trevor Darrell,Vantage Equities,Vintage Investment Partners,Viola Growth,Viola Ventures,Yossi Matias",122.0,www.datagen.tech,"* AI that saves you time
- 60% of jobs have at least 30% of the work that is repetitive and automatable. Orby AI observes and learns from users’ day to day work and automatically creates the scripts to automate both rules based tasks and more complex tasks that require AI and ML.",Task Automation & Virtual Assistant,,Applications (Horizontal),Code,RPA Automation,General,Yes,,,,,,,,,
Osmosis,,,,https://osmosis.studio/,,Image,Ad generation,,,,,,2022,SF Bay Area,,,,,,,
Osmosis.studio,0.0,No Data,,www.Osmosis.studio,A web-based content-aware design tool for generating AI ads that sell real products,Ad Generation & Brand Building,,Applications (Horizontal),Image,Ad Design,General,No,,,,,,,,,
OthersideAI,5400000.0,"Madrona, Siqi Chen, Chapter One Ventures, Active Capital, Hustle Fund",7.0,https://www.othersideai.com/,* Reimagining writing. We create technology to help the world communicate more effectively.,Text,Writing/Editing,Applications (Horizontal),Text,General Writing & Editing,General,Yes,2020,"New York, NY",,,,,,,
Otter,63000000.0,"500 Global, Draper Associates, Bridgewater Associates, Horizons Ventures, GGV Capital",,https://otter.ai/,,Summarization,Meeting note summarization,,,,,,2016,SF Bay Area,,,,,,,
Outerbounds,24250000.0,"Costanoa Ventures, Foundation Capital, Greenoaks, Amplify Partners",,https://outerbounds.com/,,MLOps/Platform,Model dev,,,,,,2021,SF Bay Area,,,,,,,
Outplay,9300000.0,"Kunal Shah, Surge, Sequoia Capital India, Khadim Batti, Krish Subramanian",,https://outplayhq.com/,,Text,Sales / email generation,,,,,,2019,Other US,,,,,,,
Outranking,,,,https://www.outranking.io/,,Text,Content creation (SEO),,,,,,2016,Other US,,,,,,,
Outwrite,,,,https://www.outwrite.com/,,Text,Writing/Editing,,,,,,2015,Australia,,,,,,,
Pally,309759.0,,,https://www.pally.com/,,Chatbot/Conversational AI,AI assistant to every social conversation,,,,,,2022,"London, UK",,,,,,,
Panjaya,,,,https://www.panjaya.ai/,,Audio,AI dubbing,,,,,,2021,Israel,,,,,,,
PaperCup,44500000000000.0,"Alexander Shelkovnikov,Bertelsmann Digital Media Investments,Christopher Mairs,Des Traynor,Entrepreneur First,GMG Ventures,Government of UK,Innovate UK,John Collison,Michael Orland,Octopus Ventures,Phoenix Court,Sands Capital,Sky Startup Investments & Partnerships,Toby Moore,William Tunstall-Pedoe,Zoubin Ghahramani",103.0,www.papercup.com,"* AI-powered Dubbing. 
- Discover faster, more affordable, automated video localization and go global with your existing video content.",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
Papercup,33234603.0,"Entrepreneur First, LocalGlobe, Octopus Ventures, BDMI, Sands Capital Ventures",,https://www.papercup.com/,,Audio,Video dubbing / localization,,,,,,2017,"London, UK",,,,,,,
Paperplane,1000000.0,"Y Combinator, Jackson Moses, Bloomberg Beta, Afore Capital, FAST — by GETTYLAB",,https://www.paperplane.ai/,,Audio,Speech to text / data organization,,,,,,2021,"New York, NY",,,,,,,
ParagraphAI,,,,https://paragraphai.com/,,Text,Writing/Editing,,,,,,2022,North America (excl. US),,,,,,,
Parallel Domain,43940000.0,"Toyota Ventures, Foundry Group, RRE Ventures, Calibrate Ventures, Costanoa Ventures",,http://paralleldomain.com,,Data,Synthetic data,,,,,,2017,SF Bay Area,,,,,,,
Parsnip,300000.0,"Luis von Ahn, Severin Hacker, Jacob Peters, Zach Goldberg, Mark Miller, Barry Huang, and other angels",,https://www.parsnip.ai/,,Game,Cooking education,,,,,,2020,"New York, NY",,,,,,,
Patent Blast,0.0,No Data,,https://patentblast.com/,"* An automated patent drafting software 
- Helps patent professionals generate high-quality specification and drawings based on manually drafted claims.",Vertical,,Applications (Vertical),Text,General Writing & Editing,Legal,Yes,,,,,,,,,
PatentPal,250000.0,Foothill Ventures,4.0,https://patentpal.com/,"* Generative AI for Intellectual Property
- Automate mechanical writing in your patent applications",Legal,Generative AI for intellectual property,Applications (Vertical),Text,General Writing & Editing,Legal,Yes,2018,SF Bay Area,,,,,,,
Pathway,100000.0,,,https://www.pathway-ai.com/,,Semantic Search,Search financial information,,,,,,2022,"London, UK",,,,,,,
Peech,6000000.0,"Ariel Maislos, Cardumen Capital, fresh.fund, Ibex Investors, Nuseir Yassin",27.0,https://www.peech-ai.com/,"* Turning content teams into unstoppable creators.
- Automatically create, transcribe, collaborate, optimize and publish content - all in one place.",Video,Content creation,Applications (Horizontal),Video,Video Editing,General,Yes,2020,Israel,,,,,,,
Pencil,3850000.0,Wavemaker Partners,32.0,https://www.trypencil.com/,"* The easiest way to get winning ad creative.
- Fast-growing ecommerce brands use Pencil to get 2x better ad results at 10x less time and cost.",Image,Ad recommendations,Applications (Horizontal),Image,Ad Design,General,Yes,2018,APAC,,,,,,,
Penelope,,Digital Science,,https://www.penelope.ai/,,Summarization,Summarization (academic),,,,,,2015,"London, UK",,,,,,,
Pepper Content,18658353.0,"YourStory, Balaji Srinivasan, Bessemer Venture Partners, Titan Capital, GTMfund",995.0,https://www.peppercontent.io/,"* Scale your content needs. Fast.
- Pepper is the one-stop platform that handles everything from content ideation to delivery. Just enter your requirements and we'll make it happen with our team of 1,00,000+ content creators.",Text,Content/marketing generation,Applications (Vertical),Text,General Writing & Editing,Marketing,Yes,2017,APAC,,,,,,,
Peppertype.ai,,,,https://www.peppertype.ai/,,Text,Marketing / content generation,,,,,,2020,APAC,,,,,,,
Persado,66000000.0,"Goldman Sachs, American Express, American Express Ventures, Bain Capital Ventures, Citi Ventures",,https://www.persado.com/,,Text,Language generation,,,,,,2012,"New York, NY",,,,,,,
Personal.ai,8400000.0,"Village Global, Differential Ventures, BBG Ventures, Jane Street Capital, Good Friends",,https://www.personal.ai,,Text,Personalized digital minds,,,,,,2020,"New York, NY",,,,,,,
Phaito,,,,https://www.phaito.com/,,Image,photo auto-editing,,,,,,2023,Unknown,,,,,,,
Phind,0.0,Y Combinator,2.0,phind.com,The search engine for instant answers.,Search Engine,,Applications (Horizontal),Text,Search,General,Yes,,,,,,,,,
Photoroom,21400000000000.0,"Adjacent Venture Capital,Balderton Capital,Eric Setton,FJ Labs,Francescu Santoni,François Lagunas,Holger Seim,Jacob Eiting,Jean Patry,John Bonten,Kima Ventures,Liquid 2 Ventures,Nicolas Pinto,Nicolas Steegmann,Uncommon Projects,Y Combinator,Yann LeCun,Zehan Wang",20.0,www.photoroom.com,* Remove background automatically and create professional images.,"AI Editing for Video, Photos, and Audio",,Applications (Horizontal),Image,Image Editing,General,Yes,,,,,,,,,
PhotoRoom,19125000.0,"Meta, Hugging Face, Y Combinator, FJ Labs, Balderton Capital",,https://www.photoroom.com/,,Image,photo generator / Background removal,,,,,,2019,Europe,,,,,,,
Phrasee,5334267.0,"AlbionVC, Next Fifteen Communications Group, Galvanise Capital, Capital D",,https://phrasee.co/,,Text,AI Content,,,,,,2015,"London, UK",,,,,,,
Pictory,4716218.0,"FUSE, Voyager Capital, Bill Bryant, Bharat Shyam, Omri Bahat",10.0,https://pictory.ai/,"* Video Marketing Made EASY
- Automatically create short, highly-sharable branded videos from your long form content.",Video,Text to Video,Applications (Vertical),Video,Video Editing,Marketing,Yes,2019,"Seattle, WA",,,,,,,
PicUP.Ai,,,,https://www.picup.ai/,,Image,Automated image editing,,,,,,2019,APAC,,,,,,,
Pilot,2700000.0,"Y Combinator, Arash Ferdowsi, Emmett Shear",,http://www.pilot-ai.org/,,Audio,Speech to text / data organization,,,,,,2022,SF Bay Area,,,,,,,
Pinecone,138000000.0,"Andreessen Horowitz, Tiger Global Management, Menlo Ventures, Wing Venture Capital, ICONIQ Growth",57.0,https://www.pinecone.io/,"* Search like you mean it
- The Pinecone vector database makes it easy to build high-performance vector search applications. Developer-friendly, fully managed, and easily scalable without infrastructure hassles.",Semantic Search,Vector database,AI Development & Tools,,Data Management,General,Yes,2019,"New York, NY",,,,,,,
Plask,2567768.0,"Smilegate Investment, TIPS Program, KT investment, NAVER D2 Startup Factory, Timewise Investment",,https://plask.ai/,,Video,Animation,,,,,,2020,APAC,,,,,,,
Play,500000.0,"500 Global, Y Combinator",,https://play.ht/,,Audio,Text to Speech,,,,,,2016,SF Bay Area,,,,,,,
Play.ht,0.0,No Data,,play.ht,"* AI powered text to voice generation
- Generate realistic Text to Speech (TTS) audio using online AI Voice Generator and best synthetic voices. Instantly convert text in to natural-sounding speech and download as MP3 and WAV audio files.",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
Playground,,,,https://playgroundai.com/,,Image,Image Generation,,,,,,2022,SF Bay Area,,,,,,,
Plnia,,,,https://www.plnia.com/,,Summarization,NLP AI,,,,,,2018,Unknown,,,,,,,
Pluralytics,4600000.0,Ecliptic Capital,,https://pluralytics.com/,,Sentiment Analysis,Text sentiment analysis,,,,,,2020,Other US,,,,,,,
podcast.ai,,,,https://podcast.ai/,,Audio,Voice Synthesis / Generation,,,,,,2023,Unknown,,,,,,,
Podcastle,8750000.0,"Correlation Ventures, Sierra Ventures, RTP Global, s16vc, AI Fund",,https://podcastle.ai/,,Audio,"Podcast recording, editing, exporting",,,,,,2020,MENA,,,,,,,
Poe by Quora,226000000.0,"Y Combinator, Tiger Global Management, Founders Fund, Collaborative Fund, Peter Thiel",,https://poe.com/,,Chatbot/Conversational AI,Easy to use chat interface,,,,,,2009,SF Bay Area,,,,,,,
Poised,4500000.0,"Wing Venture Capital, Next Play Ventures, Hyphen Capital, Concrete Rose Capital, Slack Fund",,https://www.poised.com,,Audio,AI communication coach,,,,,,2020,SF Bay Area,,,,,,,
Poly,4000000.0,"Y Combinator, Figma, Goodwater Capital, NextView Ventures, Bloomberg Beta",3.0,https://withpoly.com/,"A better cloud hosting service for your
personal files, built for the generative age",Image,Design,Applications (Horizontal),General / Multi-Modal,Search,General,Yes,2022,Other US,,,,,,,
PolyAI,66000000.0,"Entrepreneur First, Twilio, Khosla Ventures, Amadeus Capital Partners, Sands Capital Ventures",105.0,https://poly.ai/,"* Superhuman Voice Assistants
- Answer every call immediately, 24/7.
- No agents needed.",Chatbot/Conversational AI,Voice Assistants,Applications (Horizontal),Audio,Customer support / Knowledge Management,General,Yes,2017,"London, UK",,,,,,,
Ponzu,,South Park Commons,,https://www.ponzu.gg/,,Image,Marketing,,,,,,2022,SF Bay Area,,,,,,,
Potion,3500000.0,"Unshackled Ventures, Streamlined Ventures",,https://www.sendpotion.com/,,Video,Personalized videos,,,,,,2020,SF Bay Area,,,,,,,
Pragma,2800000.0,"INT3, Secret Chord Ventures",,https://www.pragma.ai/,"* Knowledge created for you. Right when you need it.
- Centralize knowledge from across your organization with a single plug-in, ensuring alignment and giving instant support to client-facing teams.",Chatbot/Conversational AI,AI sales assistant,Applications (Horizontal),Text,Search,General,Yes,2021,Israel,,,,,,,
Primer,167800000000000.0,"Addition,AIM13 CV Partners,AME Cloud Ventures,Amplify Partners,Avalon Ventures,Bloomberg Beta,Crosslink Capital,Crumpton Ventures,DCVC,In-Q-Tel,J2 Ventures,Lux Capital,Mubadala Capital-Ventures,Sands Capital,Section 32,STEADFAST Capital Ventures,United States Department of Defense",182.0,www.primer.ai,"* Primer lets organizations quickly explore and utilize the world’s exponentially growing sources of text-based information. 
- Our best-in-class machine intelligence solutions help you answer complex questions in real time with human-level precision.",Vertical,,Applications (Horizontal),Code,Data Analytics,General,Yes,,,,,,,,,
PrimerAI,168049995.0,"DCVC, AME Cloud Ventures, Lux Capital, Section 32, Mubadala Capital Ventures",,https://primer.ai/,,Summarization,Summarization,,,,,,2015,SF Bay Area,,,,,,,
Prisma Labs,6000000.0,"Palta, Elysium Venture Capital, Taver Capital Partners",,https://prisma-ai.com/,,Image,Photo to art generation,,,,,,2016,SF Bay Area,,,,,,,
Profile Picture,,,,https://www.profilepicture.ai/,,Image,Image Generation,,,,,,2023,Unknown,,,,,,,
Profluent,9000000.0,"Insight Partners, AIX Ventures, Air Street Capital, Phoenix Venture Partners",,https://www.profluent.bio/,,Bio,Decoding the language of proteins with AI,,,,,,2022,SF Bay Area,,,,,,,
ProWritingAid,,,,https://prowritingaid.com/,,Text,Writing/Editing,,,,,,2013,"London, UK",,,,,,,
Pygma,0.0,No Data,,www.pygma.app,"* Turn Figma designs into high-quality code
- Pygma generates the quality of code that you’d expect from a professional developer - readable and true to the design.",Figma to Code,,Applications (Horizontal),Image,Code generation & Documentation,General,Yes,,,,,,,,,
Qdrant,2000000000000.0,"42CAP,IBB Ventures,Mücke Roth & Company",15.0,www.qdrant.tech,"* Open source neural search engine
- Make the most of your Unstructured Data
- Qdrant is a vector similarity engine. It deploys as an API service providing search for the nearest high-dimensional vectors.
With Qdrant, embeddings or neural network encoders can be turned into full-fledged applications for matching, searching, recommending, and much more!",Vector Search,,AI Development & Tools,,Data Management,General,Yes,,,,,,,,,
Qopywriter.ai,,,,https://qopywriter.ai/,,Text,Copywriting,,,,,,2021,Europe,,,,,,,
Quantamix Solutions,,,,https://quantamixsolutions.com/,,Text,Content automation,,,,,,2019,Europe,,,,,,,
Quattr,7065000.0,"Correlation Ventures, Neotribe Ventures, Emergent Ventures",,https://www.quattr.com/,,Text,Growth Marketing / SEO Content generation,,,,,,2019,SF Bay Area,,,,,,,
QuickChat,0.0,No Data,,https://www.quickchat.ai/,* Technology to build AI Assistants that talk like a human,"MLOps, Infra, & DevTools",,AI Development & Tools,Code,Chat / Conversational,Marketing,Yes,,,,,,,,,
Quickchat,125000.0,,,https://www.quickchat.ai/,,Chatbot/Conversational AI,AI Assistants,,,,,,2019,Europe,,,,,,,
Quillbot AI,4200000.0,"Sierra Ventures, Service Provider Capital, GSV Ventures",,https://quillbot.com/,,Text,Writing (paraphrasing),,,,,,2017,Other US,,,,,,,
QuizMe,,,,https://quizme.ai/,,Text,Learning co-pilot,,,,,,2020,North America (excl. US),,,,,,,
Raft,17870000.0,"Techstars, Bessemer Venture Partners, Dynamo, Episode 1",,https://www.raft.ai/,,MLOps/Platform,Image Similarity,,,,,,2017,"London, UK",,,,,,,
Reach,,,,https://www.magicreach.ai/,* The fastest way for sales reps to personalize their cold emails at scale,Text,Personalized Emails (Sales),Applications (Horizontal),Text,Sales / Copywriting,General,Yes,2021,Europe,,,,,,,
ReadSpeaker,,TIIN Capital,,https://www.readspeaker.com/,,Audio,Text to Speech,,,,,,1999,Europe,,,,,,,
Recut,0.0,No Data,,www.getrecut.io,"* Recut
- Unlimited personalized content - no extra takes needed",Synthetic Talking Heads,,Applications (Horizontal),Video,Avatars,General,Yes,,,,,,,,,
Reduct Video,4000000.0,"Elad Gil, Dylan Field, South Park Commons, Greylock, Pear VC",,https://reduct.video/,,Video,Video editing,,,,,,2018,SF Bay Area,,,,,,,
Reduct.Video,8800000000000.0,"6ixth Event,Armando Mann,Dylan Field,Elad Gil,Greylock Partners,Joshua Rosenthal,Pascal Levy-Garboua,Pear,South Park Commons",13.0,www.reduct.video,"* Where your team and video work together
- Reduct is a collaborative transcript-based video platform where everyone can review, search, highlight and edit video, as easily as text.","AI Editing for Video, Photos, and Audio",,Applications (Horizontal),Video,Video Editing,General,Yes,,,,,,,,,
Reface,5500000.0,"Andreessen Horowitz, TQ Ventures, Adventures Lab, Sergey Tokarev",,https://hey.reface.ai/,,Video,Face swaps,,,,,,2018,Europe,,,,,,,
Regie.ai,14800000000000.0,"Day One Ventures,Foundation Capital,Scale Venture Partners,South Park Commons",46.0,www.regie.ai,"The AI Content Platform for Modern Revenue Teams. Regie helps sales, marketing, and success teams write engaging content faster using AI",Sales Tools,,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,,,,,,,,,
regie.ai,20800000.0,"South Park Commons, Khosla Ventures, Day One Ventures, Foundation Capital, Scale Venture Partners",,https://www.regie.ai/,,Text,Content/Marketing,,,,,,2020,SF Bay Area,,,,,,,
reKnow,142081.0,Skalata,,https://www.reknow.io,,Text,AI text generation and repurposing,,,,,,2021,Australia,,,,,,,
Removebg,,,,https://www.remove.bg/,,Image,Background removal,,,,,,2018,Europe,,,,,,,
Rephrase,12200000.0,"Techstars, Silver Lake, Red Ventures, 8VC, Lightspeed India Partners",,https://www.rephrase.ai/,,Video,Personalized videos,,,,,,2019,SF Bay Area,,,,,,,
Rephrase.ai,12300000000000.0,"8VC,AV8 Ventures,Lightspeed India Partners,Lightspeed Venture Partners,Lowe's Innovation Labs,Marsshot Ventures,Red Ventures,Silver Lake,Techstars",43.0,www.rephrase.ai,"* Humanize communication with digital avatars
- Create hyper-personalized videos at scale that drive engagement and business efficiencies with Rephrase AI.",Chatbots & Avatars,,Applications (Horizontal),Video,Avatars,General,Yes,,,,,,,,,
Replica,5373757.0,"Flying Fox Ventures, Techstars Ventures, The Venture Reality Fund/VRF, Carthona Capital, Mawson Ventures",,https://replicastudios.com/,,Game,AI Voice Actors,,,,,,2018,Australia,,,,,,,
Replica Analytics,1000000.0,"Nina Capital, FACIT, Mitacs",,https://replica-analytics.com/,,Data,Healthcare synthetic data,,,,,,2019,North America (excl. US),,,,,,,
Replica Studios,5500000000000.0,"Carthona Capital,Flying Fox Ventures,Mawson,Techstars,The Venture Reality Fund",18.0,www.replicastudios.com,"* AI voice actors for games, film & the metaverse",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
Replicant,113000000000000.0,"Alumni Ventures,Atomic Labs,Bloomberg Beta,Costanoa Ventures,IRONGREY,Norwest Venture Partners,Omega Venture Partners,Salesforce Ventures,State Farm Ventures,Stripes",141.0,www.replicant.com,"* The Leader in Contact Center Automation
- Fully automate and resolve tier 1 customer service issues over the phone and other channels. Your customers never wait and your live agents are always available.",Voicebot,,Applications (Horizontal),Audio,Customer support / Knowledge Management,General,Yes,,,,,,,,,
Replicate,17800000.0,"Andreessen Horowitz, Sequoia Capital, Y Combinator, Lachy Groom, Guillermo Rauch",,https://replicate.com/,,MLOps/Platform,ML model deployment,,,,,,2019,SF Bay Area,,,,,,,
Replika,10920000.0,"Y Combinator, Khosla Ventures, Ludlow Ventures, ACME Capital, Richard Socher",35.0,https://replika.ai/,"The AI companion who cares
* Always here to listen and talk.
- Always on your side",Chatbot/Conversational AI,AI personal companion,Applications (Horizontal),Video,Avatars,General,Yes,2015,SF Bay Area,,,,,,,
Replit,202020000.0,"Andreessen Horowitz, Reach Capital, Y Combinator, Naval Ravikant, Khosla Ventures",102.0,https://replit.com/,"* Code, create, and learn together
- Use our free, collaborative, in-browser IDE to code in 50+ languages — without spending a second on setup.",Code,Web Development,Applications (Horizontal),Code,Code generation & Documentation,General,Yes,2016,SF Bay Area,,,,,,,
Resemble,4000000.0,"Betaworks, Craft Ventures, Canaan Partners, Spacecadet Ventures, GMG Ventures",,https://www.resemble.ai/,,Audio,Voiceovers,,,,,,2018,North America (excl. US),,,,,,,
